#CHR	start	end	Ikaros/Control_0h	Ikaros/Control_2h	Ikaros/Control_6h	Ikaros/Control_12h	Ikaros/Control_18h	Ikaros/Control_24h
1	9638700	9638830	0.104394377067105	0.692137979690226	-0.0325707463294416	0.161349282057012	0.0831303606912684	0.107240784343444
1	9639093	9639268	0.0284905409701201	-0.0970403350839776	-0.0834074500016783	0.059715184157418	0.0216799417459878	0.00989381945174673
1	9772699	9773203	-0.242236653017398	-0.074341184255764	-0.230034830608324	0.0073296488804113	-0.146981171287699	-0.052172655988706
1	9799072	9799196	0.180597852484653	1.0251866759673	0.474955914407427	0.325816168173031	0.352323834445549	0.370139540985018
1	9943911	9944453	0.0525767026433064	-0.0100495274145467	0.0615479573005584	-0.0402842463356906	-0.0140099051984067	-0.0248315474139541
1	13500603	13500736	-0.0899655435841223	0.124206664465974	-0.214842914140297	0.0202896804776485	0.0678970601337287	0.0151830146357118
1	13513649	13514274	0.0238969546684713	-0.0477938315108722	0.433843216385628	-0.0355816472126325	0.11923106198229	0.0450408504253653
1	13531629	13531764	-0.133774615816299	-0.0417565866796491	0.271640501702732	0.135013114373391	0.0429478243897146	0.109936699874052
1	13573924	13574451	0.0227218764031147	0.131988799504431	0.191801489977084	0.327589853578302	0.203863472564795	0.33351135178118
1	13589758	13590285	0.170586367724153	0.0276773534784568	0.16983514367775	-0.0265627339597851	0.0252806177227577	0.00260598906101541
1	13599052	13599162	-0.047400705916251	-0.0259484308047231	-0.105108099750596	-0.0895330987008103	-0.0908985061927514	-0.0911207257053404
1	13600543	13600699	0.13480683137864	0.175771309991655	0.00259511928386777	0.0168551623276131	0.0511790385200838	0.0259449019632592
1	13601386	13601886	0.00247191337597347	-0.137270499630315	0.0110689155568422	-0.0378401827183556	-0.101260902513421	-0.0523579796316508
1	13658743	13658873	0.0590678467961729	0.0811062886004985	0.0787229890309188	0.177130071840311	0.00459004824186919	0.139428744477396
1	13659862	13660014	-0.0974251990518664	-0.116952125151286	-0.194261365268591	0.0599094352086239	-0.0307089814670619	0.0010373289285109
1	13660303	13660820	0.125230454894677	-0.000996366979555194	0.0385549964542512	-0.0781723395178415	-0.0287446123446192	-0.0541242187671255
1	16104157	16104670	0.0326114487056336	0.00292925735072072	-0.021093792401664	0.0558061444907154	-0.000162528152184876	0.0441278503662283
1	16104699	16104830	-0.00962394161289737	-0.13219113889554	-0.0738639168990686	-0.0699591611707548	-0.0764054137760805	-0.0613249285163808
1	16104834	16104990	0.088175245531647	0.0062425864894805	0.0904345040671141	-0.045017573020031	-0.0304445218155179	-0.0427330719526426
1	16116592	16116722	-0.0523240871566485	-0.208068351237961	0.143828760749202	0.0461402193702415	0.0411986811796991	0.141383019700343
1	16177379	16177996	0.0743143472692214	0.150048545916678	0.0479674037904926	0.250697466934378	0.15539016114368	0.2440203146617
1	16637725	16637855	0.14750284454796	-0.197174595958649	0.237955337157434	0.327144297687267	0.249758148310262	0.29016625264953
1	16642100	16642688	-0.0728379517621103	-0.0543721456868416	-0.0875161971112181	0.00718793162375797	-0.0361824088381867	-0.0276308169326799
1	16656693	16657427	0.047230153859422	-0.0185209845907783	0.0207995103733085	-0.0253627739957855	-0.0267681803866999	-0.0143999859912866
1	19205511	19206017	-0.355471934193602	0.174639638380383	-0.0810651261811985	0.31059302138444	0.0655908376402289	0.227065487539235
1	20820023	20820607	0.0605977382986855	-0.0343223789412739	-0.0478964592295637	-0.0315485429084355	-0.0660064096616357	-0.0364282088542323
1	21079190	21079790	0.223723653496149	-0.0485372833284591	0.156039426334436	0.00331269628735835	0.0502176990582594	0.0465899994318771
1	21101172	21101672	-0.155136159012922	0.00612215522873949	0.0256174509110477	0.108147482186581	-0.0592151886042018	0.045208743033769
1	21411151	21411656	-0.112952488931549	0.0073201168488379	0.0233713938546271	0.0520374988333555	0.0520692061998166	0.0664815207993489
1	21461217	21461347	-0.105994796514381	-0.164723831125989	0.11878791703522	-0.145587497997007	-0.0778616160418018	-0.0855765352188036
1	21531438	21531568	0.0845230184687872	-0.03497883795638	1.0396639572908	0.153216302436954	0.272540012312687	0.232878252598604
1	21554515	21555144	0.130467789154937	0.0248126722475079	0.0257960654974223	0.0694725311424257	0.0577350249228461	0.0719861044092955
1	21647038	21647544	-0.0265523263657195	0.377189190137389	0.403366388960744	0.566588596751803	0.337249002352909	0.520079254300648
1	21656276	21656407	-0.0599359608802099	0.193705958093805	0.466286295592594	0.350580437837183	0.382700390122379	0.36516825925793
1	21714992	21715101	-0.0993943930190653	0.0954937088778082	0.025316828684601	-0.132284150421986	0.0616309599098102	-0.114296229934206
1	21749234	21749734	-0.159174045949222	-0.10359919092777	0.183673899811389	0.270187272117987	0.309864935767201	0.259055420497631
1	21829841	21830435	0.0564320332899479	0.0314770742486832	-0.00216175162273587	0.118226192254322	0.0981469199256203	0.100537628354852
1	21929817	21929947	-0.105922363150563	0.100289309564779	0.102542315961078	0.569003302339495	0.432675621769032	0.441949798581538
1	21940749	21941309	0.104594858715389	0.138919962438156	0.048055685789532	0.159933590266807	0.0754553146618246	0.136805437291226
1	21960344	21960851	0.142393085216382	-0.0604665451278138	0.000106158976674278	-0.0456839349707229	-0.0503927943503148	-0.0437529649268284
1	23383179	23383679	0.258018783287852	0.187205349976664	0.0649638881292161	-0.06232521077316	-0.0210602694090542	-0.0512429762570569
1	23399714	23399844	-0.0441035741500621	0.0812455484361446	0.107854632996521	-0.0834992439361272	0.0561042820201704	-0.0799568799840817
1	24678281	24678864	0.262002236980948	0.0150269229895503	0.122527835010696	-0.0147557488918392	0.00865988039226601	0.0345468380501377
1	24684070	24684262	-0.0110943128284331	-0.15607240012386	-0.116774440972997	-0.0194559449115225	0.0138933696889672	-0.0719843507969009
1	24684525	24684655	0.0737675593157492	0.32311129920882	0.220167456096475	0.539767893283645	0.13163286577539	0.401750978700806
1	24719567	24720064	-0.221833489848213	0.0311199274297433	0.397918007544711	0.388722163770353	0.518893087291782	0.46580523103877
1	30920879	30921009	0.00422252817126888	0.183179032502486	0.0699456632626806	0.105524256791159	0.0388406168145854	0.11320956601606
1	30949546	30950085	0.217205013027992	-0.0154848302337013	0.0029480271751049	-0.0010946367376864	-0.0439418820960872	0.0250090340544762
1	33447120	33447637	-0.103249742517915	-0.0941697879519729	-0.186945820811734	-0.0829319666898864	-0.121952091937577	-0.137575833934023
1	33551520	33551650	0.0603052775508377	0.142780346004327	-0.0696147082517578	-0.149214777622511	-0.153526518214856	-0.184331275785254
1	33563185	33563728	-0.0715405681361342	0.0311398763215734	0.0222515501699783	0.0864261396098981	-0.0477294812783599	0.0577421861349016
1	33565874	33566004	-0.0235997053184408	0.190636808668484	-0.0697779761832804	-0.0277187062982833	0.274019839358577	-0.0263070041518109
1	33578544	33579089	-0.027878128205704	-0.0948791740234603	-0.0540423612730046	-0.0445730041977939	-0.0458802627979385	-0.0498198724619618
1	33595867	33596452	-0.0276844007519814	0.0328019369303164	-0.0368239775050999	0.109280344290135	0.0670359883082904	0.0732314204442012
1	33627878	33628008	0.0279249900251256	0.137228412354053	0.012570352179531	0.115463910514578	0.142044743131662	0.11882522016341
1	33663105	33663602	-0.120985812281036	0.17758295349199	0.240495785249269	0.261379605049696	0.103322262853102	0.220713712647271
1	33669544	33670098	0.134704848147454	0.01803227181624	0.0585878191573784	0.089061675950877	0.0999157763800898	0.0978957912426826
1	33670340	33670487	0.00509072200248746	-0.114690908505212	-0.0697848119175504	-0.121132475878218	-0.0967438538898798	-0.136200494996541
1	33719598	33720119	0.130577329491425	0.030644424798171	0.146233356536927	0.0115622490472748	-0.00857912251956598	0.0268081925300837
1	33739281	33739789	-0.138220251163644	0.112316167226883	0.0401671963953481	0.155643353150431	0.0871869577295314	0.154688577789534
1	33757709	33757839	0.420568953976334	0.0989999989271666	0.27096397323722	-0.0117949824203683	0.198585898797971	0.109374285974938
1	33758616	33758748	-0.0286989563595023	-0.0345511851347735	-0.0499222416623169	-0.0666152714088728	0.0923753351154681	-0.0479315290828527
1	33875814	33875955	0.0269936599318131	0.188155465399315	-0.00941546374750219	0.0401321956350291	0.116154058797101	0.0664233637325531
1	33883337	33883851	-0.125551022258409	-0.0665352657377578	-0.0854521964424131	0.022631857642471	-0.0238108233418013	0.00206410270478752
1	33892717	33893218	-0.272473435870758	0.0269845212366627	-0.0184803697573151	0.330774476751153	0.288574414347167	0.320999464901592
1	34439168	34440018	0.0572423220601552	-0.03873609345786	-0.0240802764321982	-0.0907357536780266	-0.0550038882716682	-0.0801949309155694
1	34459634	34459771	-0.0571506012945295	-0.158220051848402	-0.141424428670081	-0.10405662404335	-0.114134059863843	-0.117173243206492
1	34462745	34463249	-0.0821482317800487	0.00301479227785494	-0.045946663086717	-0.00276383745575242	0.0415243680299806	0.00980016052647172
1	34464695	34464825	-0.237143165951091	-0.025626727410519	0.0750625030343502	0.0576742968613282	0.155005320254907	0.0652142748216512
1	34472385	34472885	0.317979733321203	-0.0719641964398635	-0.0891905888342431	-0.085657872609254	0.0388527273550223	-0.0550456620344327
1	34472957	34473475	-0.00502198619835491	0.0284605191221616	-0.0167155361176136	-0.0300990706447875	-0.020103467662997	-0.0174288165167415
1	34479066	34479654	0.199509686094312	0.0192251478264352	0.116133258349449	0.0367713383957943	0.17206706296618	0.0746588121724522
1	34483207	34483337	-0.0689227266707735	0.0158305990200443	-0.123633668049042	0.0492517784640806	-0.0334907688618763	0.0134022888298684
1	34642382	34642900	-0.264208047694877	0.0756206445407679	-0.0501579420223094	0.0359457273232423	-0.0123773956610967	0.0225802028022884
1	34700794	34700924	-0.128562231359079	0.0932268606444597	-0.260190634046637	0.0484067218346073	0.096641351959708	0.00781664833045892
1	34738210	34738814	-0.0720736828593205	0.111962618757165	-0.00924892659441063	0.0231613566810447	0.0944586680531432	0.0388637946539466
1	34801607	34801770	0.0401480859339243	0.207446050867239	-0.00812224455793072	-0.040593882376084	0.0943614465139584	-0.0120780522779245
1	34802216	34802716	0.045380392499668	0.0252871133172768	0.0240063481131219	-0.106607079001836	0.0287132457752394	-0.0763438230311571
1	34842852	34843468	0.167552846782942	0.117963377194256	0.27534415420864	0.0642462062673461	0.0813092986823006	0.108868369948031
1	36052486	36053086	0.0152476717025733	-0.0495809204226853	-0.0637123567737432	-0.0910468863761466	-0.122502217826469	-0.116141262683848
1	36064841	36065341	0.140494756423501	-0.128862259299303	-0.0875494806621656	-0.093155168502922	-0.0187577392133129	-0.0732396066152603
1	36067985	36068544	0.400676186367796	0.18398700186652	0.188984160675081	0.0370393437532002	0.086500199394093	0.106535185035172
1	36461976	36462106	-0.0304624592413834	0.302691687520352	0.0898191154028014	0.028487657035141	0.0821364982921724	0.0404987053676486
1	36471135	36471845	0.191035901559356	0.00365110182947924	0.0820335101707785	0.0680589698194533	0.0797783468515584	0.101381553164419
1	36501237	36501738	-0.16388295821654	-0.0617028578264078	-0.100958154003962	-0.0383399695669624	-0.0404596651330619	-0.053780437741174
1	36511513	36512094	0.146636979557718	-0.020389421182783	0.0402279057267281	-0.0170290379330735	0.0147238062291603	0.0152078593537889
1	36528423	36528553	0.107283281513492	-0.199469050131967	0.0919694175892987	-0.0425124813202541	0.00113033353088272	0.017288820109021
1	36547052	36547658	-0.00665165488742076	-0.0576886384592466	-0.0686471334053204	-0.084067329740703	-0.107823876277152	-0.0928458364298385
1	36709767	36710379	0.0512783335492328	0.000842666908281801	-0.0136130090015485	-0.00966295772880172	-0.0273611338195966	-0.00906305987857046
1	36737250	36737774	-0.0230933667329036	-0.0519101414008514	-0.118901356045606	-0.10785282266328	-0.155760081129675	-0.128076212364364
1	36744553	36745053	-0.198947969933307	-0.028802252971657	-0.112674912516699	-0.0563010909861851	-0.0284845603075092	-0.0681414654854763
1	36746583	36746742	-0.194949655326474	-0.270840277362167	-0.150926564670515	-0.158088099737397	-0.137398881642071	-0.162140255653564
1	36766564	36766682	0.0298038190574333	-0.027093401869071	-0.126211193191509	-0.041746792934857	-0.0890506022070108	-0.0594216134595388
1	36766783	36767300	0.00523006427856896	-0.0670092162534403	-0.0459904394821425	-0.0377910261597154	-0.0213108341323147	-0.0449362914400975
1	36767346	36767502	0.0923890742381272	-0.104964574945086	-0.134379717638504	-0.132074194465137	-0.0755441475546212	-0.129705690659709
1	36784569	36785074	-0.0491308448347152	-0.0523041799063074	0.0569644472207349	0.0850736491526221	0.0357911995684335	0.0873235837851664
1	36835559	36836067	0.248388217087929	0.4032712174299	0.240942214631764	0.258341423838142	0.266702207055547	0.245262890126118
1	36875022	36875152	0.164374396866506	-0.0189730034385698	0.0757769758384821	0.190656162437522	0.096193670615329	0.172765348615644
1	36919836	36919982	-0.00146046964302437	0.243688995036784	0.190916577632621	0.219955792153545	0.485423793997583	0.266071960816892
1	36939689	36940203	0.196014599185934	0.0762726986972618	0.150500042365658	0.0209321140539614	0.0930674957261345	0.0601432471576799
1	36947579	36947702	-0.145520917888802	-0.0617753573711503	0.0947680262986329	0.156959758456836	0.225094601579949	0.195861684762331
1	37429870	37430397	0.114607228466271	0.036910380572791	0.0476797117035115	0.0379015249262258	0.029262515525889	0.0613654069718648
1	37448295	37448802	-0.0791653641406973	0.109141257969088	-0.036857186635205	-0.0167953777610205	0.101439635662347	0.00898983016662289
1	37491584	37492107	-0.0454460874412692	0.0531615581677187	0.00579004416560326	0.0356888905115501	-0.0168189877420684	0.0129406143848623
1	37496078	37496198	-0.0449801730252258	-0.0410375348201135	0.207634274135532	0.0981237242638443	-0.0301320881041891	0.0482580244202981
1	37540903	37541403	0.303749164797884	-0.0412086406964487	0.0918571461245739	-0.203861575591145	0.0556799784892716	-0.104533292462186
1	37585835	37586610	-0.0232277272889338	-0.00106348276240612	0.0690975561423645	0.0347999650923494	0.046040549384331	0.0444265154426809
1	37600610	37601110	-0.0727419637959584	0.321626175198415	0.211070536786735	0.267545824317092	0.256761457031895	0.218620463321015
1	37634581	37635081	-0.165581170308475	0.0192886063769046	-0.0503678689638097	0.171859494886298	-0.0280482941971638	0.108072432406836
1	37639294	37639426	-0.385404722835709	0.136537315550981	-0.0464648373270122	-0.0114536741493329	-0.117041059057787	-0.045176783917341
1	37665606	37665767	0.0230442865812746	0.112098875250643	-0.0296017345360141	0.139260468836194	-0.00068651198219082	0.0767191240920827
1	37678338	37678841	-0.167286241646527	-0.00261109772482449	-0.0865939819805004	-0.0210342101035623	-0.0511349120246461	-0.0541699844123516
1	37696989	37697151	0.150475755477489	0.115634557587231	0.20621388313558	0.218548880411267	0.300802120303347	0.292020520934568
1	37737151	37737281	-0.0951167011382699	0.0299497722135487	-0.082881941783854	0.147636285266924	0.163797018857516	0.127091758437157
1	37871869	37872600	0.0427955545159683	0.0330166495221446	0.0300644842437355	0.0665814499318526	0.0398412352647978	0.0736233755597898
1	37890139	37890717	0.0567963644861804	-0.0705903339156738	-0.0368225606724358	-0.0534367833573223	-0.0466480718354008	-0.0458152069976563
1	37915637	37915767	-0.0511175694981544	-0.127575396095993	0.0521406420247909	0.0513011307498457	0.0470067066789239	0.00715066953743397
1	37985893	37986023	-0.28199943409581	-0.130053690342773	-0.103985191580387	-0.0861204434486677	0.000153704092624052	-0.0968515986992471
1	37996721	37997578	0.0198943425985106	-0.0403653487301641	-0.0219425490986433	-0.0276983999587561	-0.0184187762518632	-0.0208689166578832
1	37997818	37998347	0.136150102378953	0.0145289143956989	0.0897000943786726	0.00123908182066892	0.022782620170773	0.0316195233973025
1	38185446	38185952	-0.139153911314181	-0.0843803687933284	-0.04305871420302	-0.0135551889368144	-0.0153048615202368	-0.00195996298737482
1	38252820	38252950	-0.216823284617228	-0.0382251321402043	-0.230933247328345	-0.06270790603042	-0.0176770029182829	-0.100470997765266
1	38393065	38393196	0.122690646036807	-0.024947561885349	0.0571340909407138	0.00608392666654987	0.00547318801517828	-0.0111354756171913
1	38428659	38429297	0.30094599632459	0.454156801031105	0.527745686551489	0.248870806726803	0.305636685146965	0.305244491042719
1	38437866	38437996	0.0496314076644682	-0.0479063875152031	0.00810854649932614	0.178024729925687	0.151673092305816	0.201872667277248
1	38549406	38549536	-0.069964476626306	-0.106167537638088	0.0101945708388568	0.111793405135118	0.0178761902468516	0.0949836440946987
1	38630758	38630888	-0.0412423909047996	0.0669344943045182	0.0527385867143607	-0.238589861536194	-0.0682267350064286	-0.280064774804586
1	38631637	38631767	-0.030627337141692	0.17325399603186	-0.000971153520798629	-0.1463092354943	0.0691548561754606	-0.133124934485072
1	38657485	38658025	-0.00405060893169784	-0.0454474853273268	-0.0248787801809201	-0.0223102525418908	-0.0446813437967355	-0.0362104680376349
1	38664736	38665274	0.0364058040784877	-0.124425378303134	-0.0966519262618604	-0.173282132252464	-0.129033309302793	-0.183165702694344
1	38665735	38665865	-0.294477682282172	-0.184247619447642	-0.244244616690396	-0.0951014735756281	-0.127208446453586	-0.142959192513991
1	38694022	38694522	-0.0534510067259273	-0.116294725833839	-0.206497488488897	-0.196620788217966	-0.217559014386779	-0.249054513799119
1	38696353	38696486	-0.171586322785014	-0.0879387978465441	-0.0421712437640053	-0.053950137064189	-0.00521302454867826	-0.0631582145658206
1	39527389	39527893	-0.00707277092443168	-0.0167799263410436	-0.099403911243745	-0.0682780384735397	-0.0835339536248985	-0.0551477223522248
1	39530207	39530716	-0.313676429754561	0.118071044103631	-0.0897464504605843	0.193063167669113	-5.43168855912449e-05	0.125792018995605
1	39535473	39535999	0.149458567895222	0.075011627956452	0.0228947468359752	-0.0585186006443797	-0.00480889464714826	-0.0322390325375495
1	39680665	39680795	-0.208031975066731	0.108537246551636	-0.137276127810407	0.218453167118627	0.1907501701341	0.210180347800605
1	39685965	39686101	-0.0565119064749643	-0.0585640395698842	-0.0628054779264156	-0.0839239417188368	-0.0946999974899549	-0.081330654343554
1	39688663	39688805	-0.122027191733342	0.0296521908782556	-0.176916727726661	-0.00561578827748585	-0.138525268121438	-0.0481659673159258
1	39719079	39719579	0.037630018281468	0.0806294584882234	-0.0128248758059654	0.0277592958355786	-0.0571449974668943	-0.013540918106802
1	39734449	39734579	0.0840696117487432	-0.0814249880630053	0.0758937697064037	-0.12529627180181	-0.0901065215376531	-0.116723032045701
1	39736224	39736744	0.0257886489272386	-0.0422508900581914	-0.0810568989245192	-0.0425431886571806	-0.0735625860192038	-0.0511934126300299
1	39749601	39750101	0.070183273685929	0.0414561518098654	0.180369735416706	0.0405887960328517	0.0279264247446389	0.0270072144296012
1	39868020	39868198	-0.0167248052511804	0.0654529146166921	0.181813323647015	0.105589595132126	0.237118206710972	0.126693768915011
1	39878062	39878240	0.119596407201759	0.390726124815662	0.181742736994721	0.135773656039148	0.269301122504037	0.165476214029941
1	39895411	39895925	-0.0676225636596168	-0.00106549615413988	-0.0316917078029043	0.0104664289892445	-0.017272080535845	-0.013314760564231
1	39900505	39901005	0.434785437464722	0.135544454836179	0.391673381178459	0.102053423142933	0.263014789706666	0.228035000273176
1	39911634	39911772	-0.156564701457666	-0.187007977874735	-0.0720973255498059	0.095539999659675	0.0511592659390905	0.112221985891987
1	39922548	39923055	-0.187130975285941	-0.119108884992949	0.0281994081113868	0.127131914276019	0.0476195420972082	0.116273733656155
1	39923504	39923634	-0.148818781018887	-0.0843612945876669	-0.0558285991902237	-0.198796276915972	0.0523428492621787	-0.176784411804482
1	39936671	39936801	-0.255543215579241	-0.312321516951905	-0.24931327233447	-0.301785597258756	-0.314311887628156	-0.375797234245198
1	39944444	39944593	-0.132558176072701	-0.0134908833424286	-0.0992792862390875	0.0162203939889068	-0.0121326931412646	-0.014148361613679
1	40002302	40002435	-0.212403829896073	0.246013716309032	0.200793850538417	0.308320295819987	0.26661146713791	0.304857493884942
1	40027347	40027477	-0.309752396328992	-0.0500555477176673	-0.12477979168896	0.283571271523869	-0.0550130164163012	0.139535731425361
