16	92724618	92724834
10	88200826	88201401
4	109123340	109123470
4	128971038	128971538
1	155457674	155457806
17	48300743	48301342
4	122898266	122898766
13	63411006	63411506
7	109513594	109513703
8	41437592	41437722
14	14649535	14649681
4	115124848	115124978
18	15201338	15201849
15	67147405	67147548
2	114673160	114673290
3	153675156	153675303
5	150485334	150485467
15	5142184	5142314
9	88546121	88546613
5	122925409	122925914
9	110530729	110530865
16	92710180	92710730
6	115764306	115764438
4	132515339	132515898
12	85541322	85541475
11	4133575	4133716
5	148564104	148564614
13	104274694	104275194
8	88637525	88638029
10	83540203	83540339
5	137263399	137263899
13	109548421	109548564
11	45849782	45850237
10	58370080	58370579
3	52001260	52001401
9	29458313	29458454
4	133344240	133344380
11	17004776	17005276
6	17629152	17629282
9	54734258	54734858
7	142458083	142458213
11	95232073	95232203
1	189972979	189973479
12	21286007	21286563
3	9886965	9887164
6	43754850	43755354
6	58770728	58771237
11	103158681	103158811
15	5312126	5312639
17	51926486	51926616
8	121925568	121926085
8	122834958	122835458
16	91825706	91826241
5	150233150	150233417
13	34820612	34820742
7	126754953	126755089
12	79092463	79092963
6	120635560	120636060
18	67128906	67129042
8	120543332	120543874
3	87838580	87839094
10	82004748	82005261
8	121585238	121585841
5	125339014	125339514
7	17007452	17007590
16	90197216	90198044
13	108667015	108667538
5	124862309	124862912
14	14639810	14640569
11	117976013	117976513
1	39878062	39878240
6	72389436	72390017
2	155369665	155369795
10	111441026	111441591
13	35087370	35087500
15	79456715	79456845
5	137285185	137285315
2	50284908	50285033
15	12092038	12092547
16	51987041	51987541
15	59429132	59429632
5	77246118	77246248
11	76859207	76859707
8	126596188	126596666
5	63968702	63969231
10	70095020	70095271
3	89394696	89394782
7	16930945	16931104
2	38797036	38797550
17	15498089	15498560
5	146644680	146644839
7	4999999	5000143
1	36461976	36462106
10	39731363	39732158
3	79586706	79587214
9	96652912	96653053
7	73551933	73552454
9	37613444	37614047
13	102665183	102665700
12	114668506	114668639
5	105661872	105662372
3	58411809	58411969
1	133034218	133034462
16	57116187	57116319
9	54672043	54672173
2	14147023	14147159
3	96102313	96102443
17	27051710	27051840
17	5440037	5440583
1	177308573	177308702
2	72278423	72278519
18	73644789	73644919
10	17950994	17951108
15	65744615	65744745
19	21747336	21747860
14	73408343	73408473
13	75810016	75810146
3	138000578	138001095
19	56346134	56346264
10	111083450	111083588
14	73474837	73474993
13	24254154	24254284
2	38646047	38646192
13	109519625	109519755
1	153299578	153299708
12	102596351	102596851
10	59308986	59309476
17	85116756	85116912
1	156752303	156752810
4	140902548	140902711
10	6982990	6983120
7	66434586	66435086
15	33426915	33427056
3	51999920	52000509
8	109750612	109751144
9	65586732	65587326
10	45045219	45045721
9	121926967	121927489
7	116431090	116431220
3	51916015	51916545
7	129507026	129507165
12	52010712	52010842
7	91226404	91226906
12	41526667	41527167
14	64639754	64639884
4	55342756	55342892
12	35039674	35039804
7	111179721	111179877
3	60437607	60438113
10	7834519	7834975
2	4864450	4864961
7	29128777	29128925
6	82714149	82714654
16	92904153	92904283
8	20512993	20513499
18	24050032	24050179
9	45274155	45274768
12	99240823	99240953
13	109440301	109440809
9	66938807	66939307
13	109547669	109548171
14	102906463	102906593
2	32608342	32608936
10	115315358	115315879
7	25281721	25282238
2	172393519	172394019
4	141142166	141142676
16	20097805	20098381
8	61487455	61487968
3	93547013	93547513
3	60472820	60473320
5	37118357	37118496
1	127381185	127381315
19	40818667	40819195
11	33170460	33170965
4	11081956	11082086
2	154933986	154934116
6	97438905	97439438
12	109074979	109075152
13	109558342	109558472
X	104359620	104360120
8	106150004	106150594
7	59228425	59228958
1	44064563	44065070
14	74989416	74989605
16	33966797	33967308
2	18392563	18393155
19	41900637	41900793
4	124988497	124988627
13	48863421	48863985
3	153689588	153690212
7	89370833	89371349
13	42818512	42818651
5	24687854	24687981
4	83485577	83486077
7	130930554	130930686
12	33325340	33325873
5	65102703	65102833
13	103780224	103780724
6	122742468	122743049
2	73925162	73925301
11	120051082	120051584
7	127511661	127512660
5	146983146	146983646
13	104285046	104285178
17	23199795	23200295
9	65214754	65215364
17	7914870	7915000
12	51666829	51666957
5	92098349	92098579
6	117702949	117703079
11	44892859	44893390
10	9907396	9907907
1	127329743	127330243
8	25627197	25627697
2	165337315	165337445
10	26711014	26711514
16	90186156	90186657
X	137015458	137015596
7	98702683	98703265
5	88764799	88765395
12	105962586	105963090
6	38263571	38263691
1	38696353	38696486
11	53308961	53309461
4	127076841	127077618
16	58538139	58538633
6	142343693	142343826
13	62935530	62936030
8	120595925	120596433
2	13573708	13574217
1	92080092	92080603
10	93763024	93763525
10	58377757	58378257
11	120749372	120749872
13	29726305	29726908
12	41486968	41487475
10	82353936	82354824
13	76552232	76552362
3	131552537	131553039
11	107479184	107479756
1	34642382	34642900
1	155425676	155426176
4	66800231	66800779
3	65529299	65529799
X	137019262	137019771
19	44895387	44895517
X	157259253	157259385
14	64626964	64627468
15	102458815	102459366
10	91271098	91271606
12	85192800	85192930
5	36711974	36712104
8	120436317	120436817
4	84876491	84876627
16	4577005	4577149
3	51652882	51653022
5	33640547	33641050
10	60260654	60260812
17	21801351	21801851
19	42485525	42485743
17	29725006	29725277
X	102189085	102189636
2	155082537	155082675
19	6228253	6228753
12	85444771	85444901
11	20514876	20515376
2	164132174	164132304
10	60262338	60262845
9	25167320	25167899
10	58364120	58364309
16	24874412	24874548
16	19907079	19907586
9	54950431	54950992
4	155200681	155201224
14	55722039	55722571
11	97829823	97830371
15	35662344	35662874
13	19364438	19364941
11	98740372	98741153
10	126918994	126919522
11	61122500	61123416
17	27002025	27002160
3	53913940	53914757
11	55433049	55433179
X	107250355	107250894
4	137814199	137814329
10	59896775	59897301
17	17234188	17235103
7	127228854	127229354
8	13785275	13785798
3	88148929	88149449
15	101253822	101254322
12	54825338	54825468
5	146648618	146649118
6	97441442	97441594
11	61638866	61639012
3	21987782	21987912
2	90624966	90625478
8	25104718	25104869
12	25165781	25165964
14	63565311	63565437
1	34472385	34472885
1	162740288	162740889
6	127561680	127561813
6	70811680	70812314
18	60767304	60767436
12	117566177	117566677
10	80577210	80577728
11	79992633	79993311
18	37877278	37878121
3	51224304	51224939
11	78175840	78175965
5	137510168	137510668
3	94966053	94966183
1	171610160	171610316
15	103260176	103260311
13	103773933	103774882
3	51170345	51170475
9	121240219	121240721
8	84004573	84005134
3	96147888	96148405
9	96650931	96651100
1	36767346	36767502
8	126618651	126619151
19	57243059	57243565
7	35636383	35636519
1	156963864	156964591
19	55315785	55316613
13	69896661	69896793
3	138742602	138743228
11	76243461	76243977
14	55106057	55106861
11	119053248	119053748
11	72421604	72421730
7	126501844	126502386
19	14635244	14635744
17	7902299	7902803
3	19318988	19319527
16	76448928	76449058
1	181256603	181257212
4	150236396	150237399
19	29824421	29824591
4	137844624	137845124
11	74752953	74753085
11	101143423	101144203
10	25318378	25318887
9	78601475	78601605
19	57343795	57344338
1	53845995	53846155
X	135738869	135739000
13	29726928	29727074
2	131096586	131096716
10	19522327	19522457
6	134189971	134190103
7	80986940	80987070
5	113174850	113175350
13	38546870	38547099
15	53400337	53400467
3	88753897	88754118
18	82469996	82470131
1	181261167	181261311
13	55022596	55023094
1	153292296	153292426
1	86263519	86264327
3	142674751	142674882
18	68203163	68203293
12	109085188	109085298
9	65205204	65205335
11	88510180	88510764
2	31305815	31305949
5	140502427	140502574
7	48749119	48749628
8	4588233	4588733
19	10173569	10173699
17	47629166	47629817
14	74990442	74990945
11	61112456	61112586
18	39035154	39035655
13	97234969	97235475
11	116237936	116238517
8	91147690	91148192
1	170996695	170997195
9	75049968	75050478
1	161736978	161737112
2	31454313	31454837
10	81633439	81633953
17	33897035	33897535
6	149193463	149193976
8	68607096	68607785
10	62792021	62792603
11	77887427	77888023
18	67249061	67249206
6	13695231	13695361
6	125726538	125726694
4	133660300	133660452
12	99311499	99311629
16	23135383	23135885
5	142823227	142823471
7	46714636	46714796
19	61151487	61151602
2	154790466	154791374
14	62858446	62858576
6	120466552	120467075
X	50675471	50675619
7	45459650	45460166
11	48776785	48776929
18	76943841	76944622
9	44573395	44573567
2	118740417	118740606
7	29307560	29308228
X	48143349	48143920
12	54820600	54821100
9	57888177	57888351
12	79436643	79437259
19	29900414	29900544
14	27229656	27229786
1	171110905	171111759
10	13500787	13501421
4	45513637	45514151
14	20478872	20479107
8	34149598	34149726
18	57856257	57856403
11	60292702	60293202
8	95020572	95021098
18	80836825	80836955
18	50017561	50017703
13	42980739	42980857
4	132329291	132329823
17	29730977	29731477
5	104433052	104433195
10	99127667	99127910
2	126597431	126597561
3	16182812	16183405
7	111122515	111123042
18	34776693	34777193
2	129198398	129198999
5	139344935	139345479
2	70453209	70453725
17	57275538	57275668
1	128416719	128417682
3	84314468	84314982
18	70529255	70529397
X	159837331	159837831
11	11973315	11973860
6	148248539	148249040
18	38596895	38597373
12	112617896	112618558
6	30035273	30035414
13	42826743	42826882
7	127027047	127027813
13	41486837	41487632
2	102033106	102033238
18	73835473	73835973
10	25312027	25312169
4	150272650	150273253
1	13601386	13601886
9	37626189	37626325
7	101310478	101311110
15	6702081	6702581
7	102310340	102310840
18	5370235	5370816
4	135439142	135439661
5	142367144	142367671
7	127674894	127675410
10	121488498	121489312
4	149696458	149696987
19	10580833	10581010
6	113225756	113226328
2	174076005	174076513
1	75234567	75235056
15	103168934	103169090
17	32386966	32387465
1	95267845	95268567
2	27428040	27428544
3	8902384	8902516
3	22022284	22022707
12	73593463	73593601
15	76576071	76576606
5	122770786	122771465
4	118331666	118332185
3	60486635	60486779
11	88864408	88864952
10	82047836	82048705
19	29063806	29064328
6	124480393	124480534
19	55545653	55545798
4	40781750	40782264
5	150246862	150246992
13	119800866	119801374
7	16294679	16295203
12	69696677	69697181
11	50835693	50836203
7	73579498	73579637
9	115012996	115013152
7	126746231	126746355
4	145254435	145254935
17	57105330	57105460
2	163968535	163969044
4	66821869	66822005
12	83502169	83502684
19	40788587	40789132
3	82340038	82340538
11	119091669	119091816
16	92698732	92698900
X	74084789	74085289
11	3452101	3452624
11	29693544	29694044
3	9865873	9866013
17	3557418	3557548
14	65376498	65377008
7	99988683	99989183
5	137533079	137533915
12	30911348	30911899
5	139830604	139831098
12	55831212	55831344
2	90583455	90583966
12	72104470	72104970
2	70836381	70836537
4	48253212	48253744
7	80011403	80011912
15	57644439	57644573
7	106249155	106249285
7	27277325	27277455
9	37554119	37554629
4	141139336	141140071
9	121298687	121299247
7	98086458	98086591
2	21979657	21979787
15	58870046	58870283
4	149701551	149701734
10	80261534	80262053
16	4719036	4719660
5	140411295	140411819
16	92715643	92715773
14	87464178	87464687
X	17590695	17591300
19	32715307	32715446
12	31719129	31720017
17	25875353	25875554
11	95413669	95414186
6	133960621	133961147
4	115728659	115729173
1	87849218	87849719
3	9884338	9884468
9	18277623	18277765
X	36840105	36840645
16	20085694	20085826
18	60753766	60753896
17	12031382	12031515
14	20093617	20093749
X	37190932	37191451
2	27479979	27480156
1	135728847	135729421
3	32510165	32510814
1	80665092	80665629
1	36737250	36737774
4	14863999	14864499
X	13225009	13225139
5	144286784	144286930
3	79484850	79484987
5	137294267	137294848
15	98831245	98831774
6	122872770	122873228
4	140944264	140945625
7	24451914	24452059
7	34198433	34198606
19	34547914	34548414
11	60338425	60338557
7	25297765	25298265
11	113176286	113176442
9	25185795	25186295
11	61109000	61109136
16	20535067	20535649
11	117969252	117969382
16	32638406	32638928
4	120369905	120370035
7	142387661	142388287
2	167685069	167685580
14	46702701	46703202
11	26373712	26373848
10	123209662	123209792
7	79238741	79239241
1	153367150	153367280
12	3695867	3696006
9	57744671	57745171
2	29365118	29365248
1	156996392	156996945
15	5262016	5262529
19	15950418	15950548
4	137857242	137857378
14	46725872	46726017
18	46334011	46334516
17	28256668	28257241
9	40192031	40192562
1	157446478	157446608
X	155376498	155377001
X	50635122	50635729
5	146621777	146621907
7	99101921	99102053
13	49326760	49327247
16	17460417	17460554
9	107983425	107983925
3	51648440	51648576
2	75704312	75704823
10	58255156	58255677
11	88131828	88132368
14	122852622	122852776
1	133046616	133046746
13	21734906	21735111
16	18047596	18048096
8	60957018	60957165
10	80039601	80040131
15	64016483	64016983
6	43732051	43732181
6	129283374	129283471
8	3327420	3327550
10	39369407	39370005
19	53078085	53078242
14	55578734	55578802
7	46835380	46835515
15	35352926	35353056
7	28517367	28517497
11	69934087	69934590
13	19854190	19854320
9	62828544	62829044
15	58141061	58141598
15	6705783	6705928
2	181863992	181864571
17	5483377	5483877
3	137998670	137998806
7	135735528	135736137
17	85090307	85090836
14	73430575	73430705
11	5953271	5953401
11	34784888	34785393
17	74527859	74528455
19	55768732	55769252
1	36746583	36746742
17	42887142	42887873
14	101608952	101609552
7	46710467	46710980
14	31130857	31131082
6	120641876	120642032
1	128607914	128608603
13	4611042	4611173
6	48675898	48676660
1	184041991	184042132
18	53136105	53136658
11	97357598	97358101
14	75010482	75010604
17	27549400	27549909
19	53284112	53284612
1	164316626	164317139
13	65127591	65127736
1	153414080	153414627
3	53036142	53036272
6	86497187	86497317
15	96654648	96655210
3	9754861	9755465
9	121354911	121355049
9	124425595	124425732
19	12457515	12458097
14	62864253	62864769
12	86884670	86885185
5	146629771	146629901
7	80215329	80215829
12	12318099	12318595
1	92180205	92180996
14	73439973	73440168
19	8713130	8713643
11	58301814	58302842
8	79163055	79163185
3	105894635	105894738
11	117338424	117338948
10	34249447	34249956
5	36713132	36713669
6	128796295	128796587
8	46152279	46152792
8	105596263	105596790
4	137796209	137796709
11	69930899	69931408
8	116980115	116980613
6	24664842	24665431
5	115347523	115348041
12	54209231	54209731
6	120626701	120626936
9	108106190	108106322
3	51234355	51234860
13	41336192	41336790
11	83927066	83927558
16	58532471	58532971
6	97520695	97520833
4	150269579	150270103
11	31373592	31373731
12	105947457	105947615
2	180724873	180725514
13	9014602	9014733
4	131805624	131806124
11	76645920	76646424
17	28176854	28177451
11	11499858	11500371
17	27012442	27012598
X	74304835	74305504
5	65213313	65213814
15	102753327	102753445
X	36873973	36874506
14	57729840	57730368
13	80806184	80806435
2	132114086	132114230
7	19172926	19173426
16	65629133	65629642
6	86820840	86820972
1	136415551	136415697
14	34648090	34648246
19	42144479	42144984
3	127853266	127853766
1	86913899	86914452
15	96709559	96710220
X	12082314	12082472
14	57772410	57772566
2	122160612	122161120
5	92098903	92099033
4	125160425	125160566
13	97208233	97208365
7	17027108	17028174
1	162207111	162207611
17	8408875	8409390
13	42700659	42700789
X	106623624	106624168
16	17807382	17807919
3	51214132	51214632
14	121928302	121928805
11	97829319	97829819
3	127608272	127608393
1	91038857	91038989
10	26668548	26668701
15	52712065	52712598
17	7164018	7164163
8	79612909	79613458
12	83503762	83503892
2	167381748	167381914
10	9908223	9908401
13	81783488	81784032
2	57116814	57116944
11	106272551	106273370
5	53871858	53872363
6	3427006	3427513
10	128779352	128779852
6	133986269	133986399
5	135264509	135265021
11	68417829	68418330
11	108178857	108179013
4	140904799	140904957
19	29820906	29821406
5	134617158	134617290
15	95802686	95803186
17	6098022	6098155
15	83435275	83435775
1	128435961	128436486
17	35420419	35421009
17	84844988	84845351
18	67115854	67116359
8	120736008	120736508
3	54815260	54815760
7	121040841	121040997
12	113187631	113187801
9	119978279	119978848
13	51736275	51736406
#CHR	start	end
4	135358656	135359156
16	24878865	24878995
5	148958922	148959491
18	53127983	53128115
15	5262901	5263031
2	30286097	30286626
4	121097987	121098514
3	90264852	90265352
9	121293148	121293711
5	64075674	64075804
11	58959839	58960378
12	3781488	3782008
7	135736263	135736781
14	64624200	64624700
4	44200097	44200239
19	44294689	44295189
7	144447025	144447548
17	28260335	28260465
11	97309252	97309865
4	34784961	34785091
12	112551955	112552466
11	117320670	117320800
1	39895411	39895925
3	90065520	90066022
15	28081288	28081418
11	117319771	117320271
17	22417470	22417976
13	42623621	42623738
5	121215486	121215621
7	126759201	126759707
10	84571174	84571368
2	104502414	104502929
12	86923770	86924294
2	20969410	20969932
7	47022523	47023023
1	106738198	106738341
19	3851437	3851981
6	148344835	148345344
15	78923633	78923910
3	84344876	84345376
10	43475520	43475666
11	120052236	120052736
18	34854588	34854720
18	80714557	80715180
18	35958968	35959098
9	40490350	40490480
1	54585523	54585660
11	76858905	76858989
7	16842631	16843146
13	34154831	34155331
2	91202544	91203099
5	150441610	150442118
4	139858593	139859112
19	37554002	37554183
1	189700935	189701435
14	73095205	73095379
6	100675147	100675279
1	180848220	180848369
5	146596629	146596759
4	88033102	88033648
17	46084089	46084219
1	181247288	181247418
9	25191682	25191785
2	128408659	128409177
15	98093124	98093693
8	105496846	105497378
11	97041194	97041832
6	127561214	127561344
7	128332858	128333391
15	66801653	66801809
13	59840691	59841191
11	46314722	46314828
X	59999700	60000591
5	113832609	113832782
12	112560346	112560476
3	88465233	88465363
16	37685266	37685396
1	155417218	155417796
11	119589334	119589494
17	46049456	46049956
2	37771694	37772198
9	31082460	31082596
14	103469600	103470199
14	73430723	73430907
1	161748089	161748589
2	163644915	163645430
18	60759246	60759376
1	189933653	189933783
1	74227281	74227809
13	102678446	102678960
6	54810063	54810219
4	155234961	155235181
8	123102073	123102593
19	5609811	5610537
4	46597492	46598095
16	20076562	20077077
11	116628754	116629267
14	74977139	74977269
4	106314414	106314544
1	106822062	106822206
3	51914906	51915533
18	24047622	24047759
13	67108359	67108991
9	65205552	65205726
17	53689041	53689600
4	44173257	44173410
1	160301127	160301645
1	80830506	80830638
5	142319233	142319740
17	27827613	27827746
15	99056489	99056630
10	88390110	88390557
10	40310377	40310507
7	35759724	35759867
2	152332188	152333003
1	9639093	9639268
1	176823992	176824128
10	111503032	111503532
17	31877776	31878330
1	6658020	6658330
18	10251155	10251290
1	13573924	13574451
4	40285549	40286050
10	67315163	67315321
X	93793104	93793617
18	32060130	32060263
1	153367991	153368214
15	78720044	78720544
6	113377311	113378371
2	31855964	31856464
1	75219052	75219552
5	118556553	118556683
7	47014851	47015351
12	108631209	108631339
11	88099780	88099935
6	120618697	120619234
14	73474285	73474417
2	172390449	172390579
5	53995223	53995834
2	22895200	22895802
7	27861004	27861136
17	63323961	63324468
13	62926585	62926726
14	103477263	103477763
13	53019663	53019799
11	115612702	115613210
4	15252395	15252979
1	172455418	172455918
16	58543290	58543420
13	56197440	56197959
7	19316400	19316900
13	109546574	109546716
15	67176587	67177305
10	78421013	78421229
1	106810026	106810156
6	17611764	17611894
6	57703089	57703608
10	120125080	120125598
X	56597715	56598357
5	136568887	136569108
12	51347852	51348529
7	78782749	78783379
4	21727404	21727935
5	142392231	142392405
14	102922569	102922725
4	95161184	95161744
11	113175423	113175560
1	160831011	160831588
X	135975097	135975597
1	171619746	171619923
10	71291241	71291371
7	4866014	4866567
18	60923295	60923425
3	68717289	68717792
1	157003006	157003518
9	78850664	78850820
X	74328721	74329259
16	90323037	90323170
3	9844235	9844365
10	80446109	80446610
5	150702651	150703153
14	14634133	14634263
4	132747522	132748089
18	15208371	15208914
12	79017820	79018358
16	4304250	4304391
3	87521308	87521438
16	36071373	36072305
13	51839620	51840116
11	107473099	107473610
12	117427304	117427804
6	13691816	13691962
10	99097324	99097835
13	42792231	42792731
18	35752031	35752553
5	146647800	146647947
12	12249617	12249754
1	52274417	52274516
8	25067832	25068529
3	65974460	65974590
17	5442553	5442661
7	75830264	75830394
11	87755209	87755788
5	29560784	29560914
12	54993167	54993802
10	91187832	91188342
10	117376745	117377261
9	59750501	59751529
2	36230172	36230763
19	44418946	44419454
7	88255013	88255143
18	38890171	38890677
X	20770912	20771437
10	24797194	24797695
7	135792834	135793334
17	48293380	48293943
5	92312257	92312769
5	23850202	23850728
8	3330820	3330980
17	34257508	34258008
4	137815562	137815692
5	103344005	103344135
13	21750475	21750676
17	94834500	94835129
4	118326593	118326724
17	29171977	29172659
5	88689640	88689775
15	103279883	103280018
13	6532847	6532977
16	92706463	92706647
8	79603352	79603482
15	88537339	88537469
11	51637793	51638311
13	109210456	109210676
16	37689197	37689722
11	99039682	99040186
10	67287922	67288129
13	51736513	51737030
7	109675246	109675376
10	60263549	60263679
7	28568162	28568666
1	121380429	121380919
12	3560516	3561016
16	24016184	24016694
5	36698795	36698929
5	100679946	100680768
16	17451683	17452208
15	57600488	57600988
11	79023421	79023921
10	111107315	111107820
11	88151582	88151736
2	70444192	70444323
7	80857320	80857461
8	72160617	72161394
15	99026416	99026543
18	6715581	6715713
9	45288493	45288623
1	156991233	156991389
11	78031913	78032507
2	26625534	26625688
18	60744535	60745080
7	66342276	66342776
17	12171109	12171656
10	99084851	99085362
13	51758329	51758829
1	71531823	71531955
2	26513228	26513774
15	91927441	91927946
12	8216838	8216970
17	35210161	35210661
1	21929817	21929947
5	136583591	136584117
13	104816805	104817415
4	133013120	133013760
7	35647246	35647776
12	73574690	73574820
14	102906682	102907214
8	108759709	108760209
10	20883746	20883876
7	48749859	48750371
10	43578750	43579374
16	30009522	30010052
12	85169388	85169918
6	28399933	28400068
3	84312951	84313451
2	10142644	10143144
17	28308448	28308614
14	67008186	67009238
15	12084847	12085347
17	73970299	73970814
2	29582324	29582828
8	25275151	25275266
17	74673198	74673695
18	34382955	34383133
7	111170214	111170341
11	109670499	109670632
17	56303047	56303566
14	25780654	25780784
13	74570095	74570225
3	60473847	60474048
X	107143163	107143701
5	64202254	64202756
1	39736224	39736744
13	103920221	103920740
4	62256891	62257391
7	56042294	56042809
10	75517680	75518260
14	19839764	19840270
5	48349244	48349737
2	166781128	166781640
6	91852696	91852849
1	171610909	171611045
2	18343680	18343810
15	98867439	98867614
6	127541924	127542424
10	59957515	59957645
6	119104203	119104715
2	102948631	102948773
13	49322317	49322503
2	35983825	35984336
8	109756664	109757164
7	135790934	135791425
17	27825972	27826792
3	32508790	32508925
10	111506193	111506739
7	98085455	98085585
12	77001143	77001273
10	81007347	81007489
6	13607609	13608319
16	15295043	15295173
19	37530063	37530567
5	113180055	113180563
12	103341362	103341492
X	36989265	36989859
11	97310304	97310446
4	40244018	40244584
8	77574371	77574501
11	102248522	102249106
10	95416660	95417183
14	62867810	62867940
7	92102829	92103334
15	99332844	99333398
10	20777157	20777302
11	103158927	103159441
7	114166067	114166567
9	107296321	107296984
11	96311490	96311991
2	69885367	69885889
13	112927203	112927816
5	142327400	142327531
2	79227634	79228138
13	107831194	107831710
9	121313985	121314499
14	14633397	14633897
1	160312021	160312154
7	127776394	127777296
17	84837686	84838190
17	12036141	12036650
1	38694022	38694522
1	172436700	172437200
1	39868020	39868198
3	121426157	121426657
11	96295406	96295906
13	36117300	36117869
6	39573599	39574122
1	183930762	183930899
18	32162596	32163196
10	58351852	58351984
9	121314826	121315345
15	78320748	78321248
8	25277248	25277384
15	100757839	100757969
12	75772605	75773105
5	113861423	113861560
12	100106237	100106735
9	45280839	45281354
18	39012355	39012876
3	136347374	136347548
2	131094799	131095309
7	114143614	114143744
9	37247411	37247911
17	29736785	29736904
5	105691765	105691915
11	20532516	20533031
2	154990527	154990663
5	104407968	104408098
4	131873797	131874297
9	48447818	48448324
1	88143902	88144402
1	179901343	179901843
19	53050244	53050374
8	94861267	94861779
2	29787471	29788512
3	87901284	87901871
10	123196255	123196411
2	35680359	35680489
10	7068556	7069056
7	80832152	80832654
13	97205165	97205295
12	85430549	85430732
13	83654818	83655328
11	108010584	108010729
2	122408828	122409355
13	51276678	51276808
1	52302507	52303007
11	119909379	119909879
1	155394825	155395358
3	79484301	79484834
17	3092842	3092972
2	29404249	29404379
5	122394033	122394173
16	17405621	17406174
13	34147090	34147220
8	124140128	124140259
7	100492904	100493559
16	8671927	8672454
19	14620689	14620819
13	65128051	65128181
7	125420129	125420629
13	109616044	109616184
4	156087541	156087671
5	150426740	150426877
12	105008629	105009129
7	125783343	125783473
14	103478078	103478214
5	67238297	67238800
15	94597635	94598135
7	16933059	16933196
12	90810727	90810857
16	92873984	92874485
17	29762487	29762987
16	77099116	77099625
9	54736370	54736870
1	191183072	191183712
6	136940989	136942180
4	116483405	116483936
12	102733325	102733827
X	12089718	12089882
2	30133470	30134012
7	46838207	46838392
12	112706935	112707438
15	77756783	77757285
17	3570997	3571137
10	59665839	59666363
10	11280667	11281368
2	130664052	130664588
2	102037217	102037347
4	43957117	43957736
1	136354555	136354685
13	34156275	34156405
3	135206763	135206925
2	132035414	132035914
15	73491586	73491760
11	107422354	107422854
10	13429894	13430057
5	127610692	127611195
X	159696916	159697520
11	61104233	61104749
7	47028784	47028897
1	95268574	95269074
11	100619410	100620066
12	72674360	72674817
11	3547866	3548366
6	97464016	97464644
6	124813938	124814487
6	117687012	117687516
16	10821432	10821564
4	63368524	63369031
3	90231318	90231845
3	51636730	51637230
5	124219381	124220002
5	136077115	136077245
X	103990559	103990689
15	103163135	103163647
6	113229503	113229660
5	97913882	97914382
4	115062469	115062997
7	88207335	88207890
11	97325345	97325481
12	110598491	110598992
10	95418000	95418155
2	132004156	132004317
18	35561833	35562358
17	46045642	46046142
16	29629215	29629347
14	87215045	87215556
9	88858715	88859256
2	132039727	132040227
2	29573521	29574032
5	121545741	121546285
4	134460193	134460693
15	80706220	80706359
13	9015160	9015287
15	3234287	3234398
7	30394263	30394795
16	23285014	23285144
2	134681453	134681593
5	17897778	17897937
9	56947596	56947732
9	44579306	44579806
17	74328080	74328580
11	51615709	51615869
5	113167866	113167998
9	7742871	7743013
14	57772662	57772792
2	29365386	29365545
7	29126472	29126972
9	7553740	7553870
11	115631190	115631320
14	56813365	56813495
5	98033121	98033294
4	133009254	133009396
9	108338918	108339481
13	76484049	76484549
